1	4
2	-1
3	-1
4	-1
5	-1
6	-1
7	-1
8	7
9	8
10	11
11	-1
12	11
13	14
14	17
15	-1
16	15
17	19
18	-1
19	-1
20	-1
21	-1
22	-1
23	17
24	23
25	27
26	-1
27	26
28	27
29	27
30	-1
31	30
32	-1
33	-1
34	31
35	-1
36	-1
37	-1
38	-1
39	37
40	-1
41	-1
42	-1
43	-1
44	-1
45	-1
46	-1
